article_id,published_date,title,summary,source,url,scope,region_id,category,ai_category,ai_scope,ai_sentiment,ai_confidence,impact_score
art-202401-0104,2024-01-21,Pengembangan Township Baru di Jakarta Barat,Proyek kota mandiri berskala besar diumumkan untuk kawasan barat Jakarta.,Detik Finance,https://example.com/news/art-202401-0104,local,Jakarta Barat,development,development,regional,positive,high,0.045
art-202401-0105,2024-01-27,Banjir Rendam Kawasan Kalideres Jakarta Barat,Hujan deras mengakibatkan genangan di beberapa titik di Kalideres.,Kompas.com,https://example.com/news/art-202401-0105,regional,Jakarta Barat,disaster,disaster,local,negative,high,-0.05
art-202401-0106,2024-01-31,Pusat Komersial Baru Direncanakan di Cipinang,Proyek pengembangan retail dan perkantoran baru akan dibangun di Cipinang.,Kompas.com,https://example.com/news/art-202401-0106,local,Jakarta Timur,development,development,local,positive,high,0.03
art-202401-0107,2024-01-24,Kawasan TOD Baru di Stasiun Jatinegara,Pengembangan transit-oriented development di sekitar Stasiun Jatinegara diumumkan.,Jakarta Post,https://example.com/news/art-202401-0107,regional,Jakarta Timur,development,development,local,positive,high,0.03
art-202401-0108,2024-01-01,Banjir Melanda Kawasan Pesisir Jakarta Utara,"Banjir rob kembali menerjang permukiman warga di wilayah pesisir Jakarta Utara, menyebabkan kerugian material yang signifikan.",Kompas.com,https://example.com/news/art-202401-0108,local,Jakarta Utara,disaster,disaster,local,negative,high,-0.05
art-202401-0109,2024-01-31,Jaringan Fiber Optik 5G Diperluas ke Seluruh Jakarta Utara,Operator telekomunikasi menyelesaikan pemasangan jaringan 5G untuk kawasan Jakarta Utara.,Detik Finance,https://example.com/news/art-202401-0109,local,Jakarta Utara,infrastructure,infrastructure,regional,positive,high,0.045
art-202402-0110,2024-02-23,Pemulihan Pasca Banjir Jakarta Utara Berjalan Lambat,Proses rehabilitasi rumah warga terdampak banjir masih terkendala.,Kompas.com,https://example.com/news/art-202402-0110,national,,disaster,disaster,local,negative,high,-0.05
art-202402-0111,2024-02-08,Harga Properti Pesisir Utara Tertekan Pasca Banjir,Pasar properti di Jakarta Utara mengalami penurunan permintaan.,CNBC Indonesia,https://example.com/news/art-202402-0111,national,,environment,disaster,local,negative,high,-0.05
art-202402-0112,2024-02-26,Pusat Perbelanjaan Baru Hadir di Cilandak,Mall lifestyle berkonsep open-air dengan 150 tenant akan dibuka di Cilandak Town Square.,CNBC Indonesia,https://example.com/news/art-202402-0112,local,Jakarta Selatan,development,development,local,positive,high,0.03
art-202402-0113,2024-02-11,Hotel Bintang 5 Baru di Koridor Thamrin,Jaringan hotel internasional membangun properti bintang 5 baru di Jalan Thamrin.,Bisnis Indonesia,https://example.com/news/art-202402-0113,local,Jakarta Pusat,development,development,local,positive,high,0.03
art-202402-0114,2024-02-29,Gedung Perkantoran Grade A Baru di SCBD,Menara perkantoran 50 lantai berkonsep green building mulai konstruksi di SCBD.,Detik Finance,https://example.com/news/art-202402-0114,regional,Jakarta Pusat,development,development,local,positive,high,0.03
art-202402-0115,2024-02-09,Harga Lahan Industri Jakarta Barat Naik,Permintaan lahan industri dan logistik di koridor barat Jakarta meningkat tajam.,Tribun News,https://example.com/news/art-202402-0115,local,Jakarta Barat,market,market,local,positive,high,0.02
art-202402-0116,2024-02-11,RSUD Baru Tipe B Dibangun di Duren Sawit,Rumah sakit umum daerah baru dengan 250 bed mulai dibangun untuk melayani warga Jakarta Timur.,Bisnis Indonesia,https://example.com/news/art-202402-0116,local,Jakarta Timur,development,infrastructure,local,positive,high,0.03
art-202402-0117,2024-02-08,Pasar Rakyat Modern Dibuka di Kramat Jati,Pasar tradisional Kramat Jati selesai direvitalisasi menjadi pasar modern berfasilitas lengkap.,CNBC Indonesia,https://example.com/news/art-202402-0117,local,Jakarta Timur,development,development,local,positive,high,0.03
art-202402-0118,2024-02-06,Kawasan Reklamasi Jakarta Utara Tarik Investasi Baru,Pengembang besar mengumumkan proyek mixed-use di area reklamasi pantai utara Jakarta.,CNBC Indonesia,https://example.com/news/art-202402-0118,local,Jakarta Utara,development,development,regional,positive,high,0.045
art-202402-0119,2024-02-20,Kualitas Air Bersih di Jakarta Utara Memburuk,Pencemaran air tanah di wilayah pesisir utara semakin meningkat akibat intrusi air laut.,Detik Finance,https://example.com/news/art-202402-0119,local,Jakarta Utara,environment,environment,regional,negative,high,-0.03
art-202403-0120,2024-03-14,Rumah Sakit Tipe A Baru Dibangun di Pasar Minggu,RS tipe A dengan fasilitas lengkap termasuk helipad dan pusat jantung mulai dibangun di Pasar Minggu.,Kompas.com,https://example.com/news/art-202403-0120,local,Jakarta Selatan,development,development,local,positive,high,0.03
art-202403-0121,2024-03-03,Terowongan Bawah Tanah Tanah Abang-Sudirman Disetujui,Proyek terowongan kendaraan akan menghubungkan Tanah Abang langsung ke Sudirman tanpa macet.,Kontan,https://example.com/news/art-202403-0121,local,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202403-0122,2024-03-18,Gedung Perkantoran Grade A Baru di SCBD,Menara perkantoran 50 lantai berkonsep green building mulai konstruksi di SCBD.,Detik Finance,https://example.com/news/art-202403-0122,regional,Jakarta Pusat,development,development,local,positive,high,0.03
art-202403-0123,2024-03-15,Data Center Hyperscale Dibangun di Kawasan Industri Barat,Perusahaan teknologi global membangun data center berskala besar di Jakarta Barat.,Detik Finance,https://example.com/news/art-202403-0123,local,Jakarta Barat,development,development,local,positive,high,0.03
art-202403-0124,2024-03-04,Sekolah Bertaraf Internasional Baru di Meruya,Sekolah dengan kurikulum nasional plus dan fasilitas modern dibuka di Meruya Utara.,Kompas.com,https://example.com/news/art-202403-0124,local,Jakarta Barat,development,development,local,positive,high,0.03
art-202403-0125,2024-03-25,Flyover Cipinang-Jatinegara Mulai Dibangun,Flyover baru akan mengurai kemacetan di persimpangan padat Cipinang-Jatinegara.,Kontan,https://example.com/news/art-202403-0125,local,Jakarta Timur,infrastructure,infrastructure,local,positive,high,0.03
art-202403-0126,2024-03-08,Permintaan Rumah Terjangkau di Jakarta Timur Melonjak,Pembeli rumah pertama semakin memilih kawasan timur Jakarta karena harga yang lebih terjangkau.,Kompas.com,https://example.com/news/art-202403-0126,local,Jakarta Timur,market,market,local,positive,high,0.02
art-202403-0127,2024-03-02,Koridor TransJakarta Baru ke Pulogebang Beroperasi,Rute BRT baru menghubungkan Terminal Pulogebang langsung ke Kampung Melayu.,Kompas.com,https://example.com/news/art-202403-0127,regional,Jakarta Timur,infrastructure,infrastructure,regional,positive,high,0.045
art-202403-0128,2024-03-04,Tanggul Laut Jakarta Utara Jebol Akibat Gelombang Tinggi,"Gelombang pasang merusak tanggul pelindung di kawasan Muara Baru, mengancam permukiman sekitar.",Kontan,https://example.com/news/art-202403-0128,local,Jakarta Utara,disaster,disaster,local,negative,high,-0.05
art-202403-0129,2024-03-06,Sistem Drainase Baru untuk Kawasan Pesisir Utara,Proyek perbaikan drainase senilai Rp 500 miliar dimulai untuk mengatasi banjir tahunan.,Detik Finance,https://example.com/news/art-202403-0129,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202403-0130,2024-03-19,Tol Trans Jawa Seluruh Ruas Beroperasi Penuh,"Seluruh ruas jalan tol Trans Jawa resmi beroperasi, menghubungkan Anyer hingga Surabaya.",Bisnis Indonesia,https://example.com/news/art-202403-0130,national,,infrastructure,infrastructure,national,very_positive,high,0.15
art-202404-0131,2024-04-03,Pusat Perbelanjaan Baru Hadir di Cilandak,Mall lifestyle berkonsep open-air dengan 150 tenant akan dibuka di Cilandak Town Square.,Tribun News,https://example.com/news/art-202404-0131,local,Jakarta Selatan,development,development,local,positive,high,0.03
art-202404-0132,2024-04-26,Ruang Terbuka Hijau Jakarta Selatan Bertambah,Pemkot DKI Jakarta meresmikan taman kota baru di kawasan Kebayoran Lama.,Jakarta Post,https://example.com/news/art-202404-0132,local,Jakarta Selatan,environment,environment,local,positive,high,0.02
art-202404-0133,2024-04-14,Gedung Perkantoran Grade A Baru di SCBD,Menara perkantoran 50 lantai berkonsep green building mulai konstruksi di SCBD.,Bisnis Indonesia,https://example.com/news/art-202404-0133,local,Jakarta Pusat,development,development,local,positive,high,0.03
art-202404-0134,2024-04-25,Hotel Bintang 5 Baru di Koridor Thamrin,Jaringan hotel internasional membangun properti bintang 5 baru di Jalan Thamrin.,Kontan,https://example.com/news/art-202404-0134,local,Jakarta Pusat,development,development,local,positive,high,0.03
art-202404-0135,2024-04-03,Superblok Baru Direncanakan di Dekat Monas,Proyek pengembangan mixed-use berskala besar diumumkan untuk area sekitar Monas.,Kompas.com,https://example.com/news/art-202404-0135,regional,Jakarta Pusat,development,development,local,positive,high,0.03
art-202404-0136,2024-04-08,Pengembangan Township Baru di Jakarta Barat,Proyek kota mandiri berskala besar diumumkan untuk kawasan barat Jakarta.,Detik Finance,https://example.com/news/art-202404-0136,local,Jakarta Barat,development,development,regional,positive,high,0.045
art-202404-0137,2024-04-09,Sekolah Bertaraf Internasional Baru di Meruya,Sekolah dengan kurikulum nasional plus dan fasilitas modern dibuka di Meruya Utara.,Kompas.com,https://example.com/news/art-202404-0137,regional,Jakarta Barat,development,development,local,positive,high,0.03
art-202404-0138,2024-04-08,Harga Properti Cakung Naik Signifikan,Kawasan Cakung mencatat kenaikan harga properti tertinggi di Jakarta Timur.,Kompas.com,https://example.com/news/art-202404-0138,local,Jakarta Timur,market,market,local,positive,high,0.02
art-202404-0139,2024-04-06,Pusat Komersial Baru Direncanakan di Cipinang,Proyek pengembangan retail dan perkantoran baru akan dibangun di Cipinang.,Kompas.com,https://example.com/news/art-202404-0139,local,Jakarta Timur,development,development,local,positive,high,0.03
art-202404-0140,2024-04-23,Sistem Drainase Baru untuk Kawasan Pesisir Utara,Proyek perbaikan drainase senilai Rp 500 miliar dimulai untuk mengatasi banjir tahunan.,Kompas.com,https://example.com/news/art-202404-0140,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202404-0141,2024-04-15,Mall Premium Baru Dibuka di PIK Avenue,Pusat perbelanjaan premium baru dengan lebih dari 200 tenant resmi beroperasi di PIK Avenue.,Bisnis Indonesia,https://example.com/news/art-202404-0141,local,Jakarta Utara,development,development,local,positive,high,0.03
art-202404-0142,2024-04-03,Penurunan Tanah di Jakarta Utara Semakin Mengkhawatirkan,Studi terbaru menunjukkan laju penurunan muka tanah di Jakarta Utara mencapai 7 cm per tahun.,Detik Finance,https://example.com/news/art-202404-0142,regional,Jakarta Utara,environment,disaster,regional,negative,high,-0.07500000000000001
art-202405-0143,2024-05-22,Permintaan Ekspat Dorong Harga Sewa di Senayan,Komunitas ekspatriat yang berkembang mendorong kenaikan harga sewa di kawasan premium Jakarta Selatan.,Tribun News,https://example.com/news/art-202405-0143,local,Jakarta Selatan,market,market,local,positive,high,0.02
art-202405-0144,2024-05-17,Permintaan Ekspat Dorong Harga Sewa di Senayan,Komunitas ekspatriat yang berkembang mendorong kenaikan harga sewa di kawasan premium Jakarta Selatan.,Kompas.com,https://example.com/news/art-202405-0144,local,Jakarta Selatan,market,market,local,positive,high,0.02
art-202405-0145,2024-05-03,Superblok Baru Direncanakan di Dekat Monas,Proyek pengembangan mixed-use berskala besar diumumkan untuk area sekitar Monas.,Bisnis Indonesia,https://example.com/news/art-202405-0145,local,Jakarta Pusat,development,development,local,positive,high,0.03
art-202405-0146,2024-05-23,Sekolah Bertaraf Internasional Baru di Meruya,Sekolah dengan kurikulum nasional plus dan fasilitas modern dibuka di Meruya Utara.,Detik Finance,https://example.com/news/art-202405-0146,local,Jakarta Barat,development,development,local,positive,high,0.03
art-202405-0147,2024-05-11,Sungai Ciliwung di Jakarta Timur Dinormalisasi,Proyek normalisasi sungai mengurangi risiko banjir di kawasan bantaran.,Bisnis Indonesia,https://example.com/news/art-202405-0147,local,Jakarta Timur,environment,infrastructure,local,positive,high,0.03
art-202405-0148,2024-05-27,Pelebaran Jalan Raya Bogor Selesai Tahap Pertama,"Pelebaran Jalan Raya Bogor dari Pasar Rebo hingga Ciracas rampung, lalu lintas membaik.",CNBC Indonesia,https://example.com/news/art-202405-0148,local,Jakarta Timur,infrastructure,infrastructure,local,positive,high,0.03
art-202405-0149,2024-05-20,Sistem Drainase Baru untuk Kawasan Pesisir Utara,Proyek perbaikan drainase senilai Rp 500 miliar dimulai untuk mengatasi banjir tahunan.,Bisnis Indonesia,https://example.com/news/art-202405-0149,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202405-0150,2024-05-18,Sistem Drainase Baru untuk Kawasan Pesisir Utara,Proyek perbaikan drainase senilai Rp 500 miliar dimulai untuk mengatasi banjir tahunan.,Kompas.com,https://example.com/news/art-202405-0150,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202405-0151,2024-05-21,Kawasan Reklamasi Jakarta Utara Tarik Investasi Baru,Pengembang besar mengumumkan proyek mixed-use di area reklamasi pantai utara Jakarta.,Kompas.com,https://example.com/news/art-202405-0151,regional,Jakarta Utara,development,development,regional,positive,high,0.045
art-202405-0152,2024-05-14,Perkembangan Ibu Kota Nusantara (IKN),Progres pembangunan ibu kota baru Nusantara di Kalimantan Timur dilaporkan.,Kompas.com,https://example.com/news/art-202405-0152,national,,economy,development,national,positive,high,0.075
art-202406-0153,2024-06-21,Koridor TransJakarta Baru Hubungkan Cilandak ke Sudirman,Rute BRT baru meningkatkan opsi transportasi umum untuk warga Cilandak dan sekitarnya.,Tribun News,https://example.com/news/art-202406-0153,local,Jakarta Selatan,infrastructure,infrastructure,regional,positive,high,0.045
art-202406-0154,2024-06-16,Tingkat Hunian Perkantoran Jakarta Pusat Pulih,Occupancy rate kantor di CBD Jakarta kembali ke level pra-pandemi.,Detik Finance,https://example.com/news/art-202406-0154,local,Jakarta Pusat,market,market,local,positive,high,0.02
art-202406-0155,2024-06-24,Tol Tangerang-Jakarta Ruas Baru Dibuka,Pembukaan ruas tol baru mempersingkat waktu tempuh Jakarta Barat ke Tangerang.,Bisnis Indonesia,https://example.com/news/art-202406-0155,local,Jakarta Barat,infrastructure,infrastructure,regional,positive,high,0.045
art-202406-0156,2024-06-17,Koridor TransJakarta Baru ke Pulogebang Beroperasi,Rute BRT baru menghubungkan Terminal Pulogebang langsung ke Kampung Melayu.,Tribun News,https://example.com/news/art-202406-0156,local,Jakarta Timur,infrastructure,infrastructure,local,positive,high,0.03
art-202406-0157,2024-06-22,Perpanjangan LRT ke Bekasi via Jakarta Timur Disetujui,Rencana perpanjangan LRT dari Jakarta Timur ke Bekasi mendapat persetujuan pemerintah.,Bisnis Indonesia,https://example.com/news/art-202406-0157,regional,Jakarta Timur,infrastructure,infrastructure,regional,positive,high,0.045
art-202406-0158,2024-06-25,Sistem Drainase Baru untuk Kawasan Pesisir Utara,Proyek perbaikan drainase senilai Rp 500 miliar dimulai untuk mengatasi banjir tahunan.,Detik Finance,https://example.com/news/art-202406-0158,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202406-0159,2024-06-13,Indeks Harga Properti Nasional Menunjukkan Tren Positif,Indeks harga properti residensial Indonesia mencatat kenaikan kuartalan.,Kompas.com,https://example.com/news/art-202406-0159,national,,market,market,national,positive,high,0.05
art-202407-0160,2024-07-25,Pemerintahan Baru Sinyal Kebijakan Pro-Pembangunan,Kabinet baru mengumumkan prioritas pembangunan infrastruktur dan perumahan rakyat.,Kompas.com,https://example.com/news/art-202407-0160,national,,policy,policy,national,positive,high,0.0625
art-202407-0161,2024-07-11,Kepercayaan Investor Meningkat Pasca Pemilu,Survei menunjukkan peningkatan kepercayaan investor di sektor properti.,Detik Finance,https://example.com/news/art-202407-0161,national,,economy,market,national,positive,high,0.05
art-202407-0162,2024-07-23,Stimulus Fiskal untuk Sektor Properti Diumumkan,Pemerintah mengalokasikan anggaran khusus untuk mendorong sektor properti.,Kontan,https://example.com/news/art-202407-0162,national,,policy,policy,national,very_positive,high,0.125
art-202407-0163,2024-07-16,Jaringan Pipa Gas Baru untuk Kawasan Kebayoran,PGN menyelesaikan instalasi jaringan gas rumah tangga untuk 10.000 rumah di Kebayoran.,Tribun News,https://example.com/news/art-202407-0163,local,Jakarta Selatan,infrastructure,infrastructure,local,positive,high,0.03
art-202407-0164,2024-07-15,Hub Transit Bawah Tanah Sudirman Disetujui,"Proyek hub transit terintegrasi di bawah jalan Sudirman akan menghubungkan MRT, LRT, dan bus rapid transit.",CNBC Indonesia,https://example.com/news/art-202407-0164,local,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202407-0165,2024-07-05,Stasiun MRT Baru di Glodok Mulai Konstruksi,Pembangunan stasiun MRT fase 2 di Glodok meningkatkan konektivitas Kota Tua.,CNBC Indonesia,https://example.com/news/art-202407-0165,regional,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202407-0166,2024-07-21,Tol Tangerang-Jakarta Ruas Baru Dibuka,Pembukaan ruas tol baru mempersingkat waktu tempuh Jakarta Barat ke Tangerang.,Jakarta Post,https://example.com/news/art-202407-0166,local,Jakarta Barat,infrastructure,infrastructure,regional,positive,high,0.045
art-202407-0167,2024-07-21,Sekolah Bertaraf Internasional Baru di Meruya,Sekolah dengan kurikulum nasional plus dan fasilitas modern dibuka di Meruya Utara.,Tribun News,https://example.com/news/art-202407-0167,regional,Jakarta Barat,development,development,local,positive,high,0.03
art-202407-0168,2024-07-08,Klaster Perumahan Baru Sasar Milenial di Cakung,Pengembang luncurkan 500 unit rumah terjangkau khusus untuk pembeli milenial di Cakung.,Jakarta Post,https://example.com/news/art-202407-0168,local,Jakarta Timur,development,development,local,positive,high,0.03
art-202407-0169,2024-07-14,Pusat Komersial Baru Direncanakan di Cipinang,Proyek pengembangan retail dan perkantoran baru akan dibangun di Cipinang.,Kontan,https://example.com/news/art-202407-0169,local,Jakarta Timur,development,development,local,positive,high,0.03
art-202407-0170,2024-07-01,Jalan Tol Akses Baru ke Pelabuhan Utara Dibuka,Akses tol baru mempersingkat waktu tempuh ke kawasan pelabuhan Jakarta Utara.,Detik Finance,https://example.com/news/art-202407-0170,local,Jakarta Utara,infrastructure,infrastructure,regional,positive,high,0.045
art-202407-0171,2024-07-05,Tanggul Laut Jakarta Utara Jebol Akibat Gelombang Tinggi,"Gelombang pasang merusak tanggul pelindung di kawasan Muara Baru, mengancam permukiman sekitar.",Detik Finance,https://example.com/news/art-202407-0171,local,Jakarta Utara,disaster,disaster,local,negative,high,-0.05
art-202407-0172,2024-07-20,Mall Premium Baru Dibuka di PIK Avenue,Pusat perbelanjaan premium baru dengan lebih dari 200 tenant resmi beroperasi di PIK Avenue.,Kompas.com,https://example.com/news/art-202407-0172,regional,Jakarta Utara,development,development,local,positive,high,0.03
art-202408-0173,2024-08-20,Pemerintah Luncurkan Paket Stimulus Perumahan,Program stimulus baru mencakup subsidi bunga KPR dan kemudahan perizinan.,CNBC Indonesia,https://example.com/news/art-202408-0173,national,,policy,policy,national,positive,high,0.0625
art-202408-0174,2024-08-16,Investasi Asing Melonjak Pasca Pemilu,Arus modal asing ke sektor properti Indonesia mencatat lonjakan signifikan.,Jakarta Post,https://example.com/news/art-202408-0174,national,,economy,market,national,positive,high,0.05
art-202408-0175,2024-08-05,Penjualan Properti Baru Melonjak 30% Pasca Stimulus,Paket stimulus pemerintah langsung berdampak pada peningkatan transaksi properti.,Tribun News,https://example.com/news/art-202408-0175,national,,market,market,national,very_positive,high,0.1
art-202408-0176,2024-08-26,Proyek Residensial Premium Baru di Kebayoran,Pengembang luncurkan hunian mewah berkonsep smart home di kawasan Kebayoran Baru.,Kompas.com,https://example.com/news/art-202408-0176,local,Jakarta Selatan,development,development,local,positive,high,0.03
art-202408-0177,2024-08-19,Terowongan Bawah Tanah Tanah Abang-Sudirman Disetujui,Proyek terowongan kendaraan akan menghubungkan Tanah Abang langsung ke Sudirman tanpa macet.,Detik Finance,https://example.com/news/art-202408-0177,local,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202408-0178,2024-08-13,Tingkat Hunian Perkantoran Jakarta Pusat Pulih,Occupancy rate kantor di CBD Jakarta kembali ke level pra-pandemi.,Detik Finance,https://example.com/news/art-202408-0178,regional,Jakarta Pusat,market,market,local,positive,high,0.02
art-202408-0179,2024-08-23,Green Office Park Baru di Puri Indah,Kawasan perkantoran berkonsep hijau akan dibangun di koridor Puri Indah.,Detik Finance,https://example.com/news/art-202408-0179,local,Jakarta Barat,development,development,local,positive,high,0.03
art-202408-0180,2024-08-22,Pasar Properti Cengkareng Tumbuh Stabil,Kawasan Cengkareng mencatat pertumbuhan transaksi properti yang konsisten.,Bisnis Indonesia,https://example.com/news/art-202408-0180,regional,Jakarta Barat,market,market,local,positive,high,0.02
art-202408-0181,2024-08-29,Sungai Ciliwung di Jakarta Timur Dinormalisasi,Proyek normalisasi sungai mengurangi risiko banjir di kawasan bantaran.,CNBC Indonesia,https://example.com/news/art-202408-0181,local,Jakarta Timur,environment,infrastructure,local,positive,high,0.03
art-202408-0182,2024-08-21,Koridor TransJakarta Baru ke Pulogebang Beroperasi,Rute BRT baru menghubungkan Terminal Pulogebang langsung ke Kampung Melayu.,Detik Finance,https://example.com/news/art-202408-0182,local,Jakarta Timur,infrastructure,infrastructure,regional,positive,high,0.045
art-202408-0183,2024-08-05,Pelebaran Jalan Raya Bogor Selesai Tahap Pertama,"Pelebaran Jalan Raya Bogor dari Pasar Rebo hingga Ciracas rampung, lalu lintas membaik.",Jakarta Post,https://example.com/news/art-202408-0183,regional,Jakarta Timur,infrastructure,infrastructure,local,positive,high,0.03
art-202408-0184,2024-08-02,Penurunan Tanah di Jakarta Utara Semakin Mengkhawatirkan,Studi terbaru menunjukkan laju penurunan muka tanah di Jakarta Utara mencapai 7 cm per tahun.,Kontan,https://example.com/news/art-202408-0184,local,Jakarta Utara,environment,disaster,regional,negative,high,-0.07500000000000001
art-202408-0185,2024-08-24,Sekolah Internasional Baru Hadir di Pantai Indah Kapuk,Sekolah internasional berkurikulum Cambridge akan dibuka untuk melayani keluarga di PIK dan sekitarnya.,Detik Finance,https://example.com/news/art-202408-0185,local,Jakarta Utara,development,development,local,positive,high,0.03
art-202409-0186,2024-09-26,Anggaran Infrastruktur Naik 30% dari Pemerintahan Sebelumnya,Alokasi anggaran infrastruktur dalam APBN meningkat tajam.,Kompas.com,https://example.com/news/art-202409-0186,national,,policy,infrastructure,national,very_positive,high,0.15
art-202409-0187,2024-09-12,Proyek Infrastruktur Strategis Nasional Dipercepat,Pemerintah mempercepat 12 proyek strategis nasional termasuk jaringan transportasi.,Bisnis Indonesia,https://example.com/news/art-202409-0187,national,,infrastructure,infrastructure,national,very_positive,high,0.15
art-202409-0188,2024-09-30,PDB Indonesia Tumbuh Melampaui Ekspektasi,Pertumbuhan ekonomi kuartal ketiga melampaui proyeksi seluruh analis.,Bisnis Indonesia,https://example.com/news/art-202409-0188,national,,economy,economy,national,very_positive,high,0.1
art-202409-0189,2024-09-26,Permintaan Ekspat Dorong Harga Sewa di Senayan,Komunitas ekspatriat yang berkembang mendorong kenaikan harga sewa di kawasan premium Jakarta Selatan.,Bisnis Indonesia,https://example.com/news/art-202409-0189,local,Jakarta Selatan,market,market,local,positive,high,0.02
art-202409-0190,2024-09-25,Harga Properti Pondok Indah Tembus Rekor Baru,Kawasan Pondok Indah mencatat harga tanah tertinggi sepanjang sejarah.,Kompas.com,https://example.com/news/art-202409-0190,regional,Jakarta Selatan,market,market,local,very_positive,high,0.04
art-202409-0191,2024-09-26,Stasiun MRT Baru di Glodok Mulai Konstruksi,Pembangunan stasiun MRT fase 2 di Glodok meningkatkan konektivitas Kota Tua.,Tribun News,https://example.com/news/art-202409-0191,local,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202409-0192,2024-09-22,Jembatan Penyeberangan Modern di Slipi Diresmikan,JPO modern dengan lift dan eskalator dibangun di kawasan padat Slipi.,Bisnis Indonesia,https://example.com/news/art-202409-0192,local,Jakarta Barat,infrastructure,infrastructure,local,positive,high,0.03
art-202409-0193,2024-09-08,Harga Properti Cakung Naik Signifikan,Kawasan Cakung mencatat kenaikan harga properti tertinggi di Jakarta Timur.,Kompas.com,https://example.com/news/art-202409-0193,local,Jakarta Timur,market,market,local,positive,high,0.02
art-202409-0194,2024-09-03,Jaringan Fiber Optik 5G Diperluas ke Seluruh Jakarta Utara,Operator telekomunikasi menyelesaikan pemasangan jaringan 5G untuk kawasan Jakarta Utara.,Kompas.com,https://example.com/news/art-202409-0194,local,Jakarta Utara,infrastructure,infrastructure,regional,positive,high,0.045
art-202409-0195,2024-09-04,Modernisasi Pelabuhan Tanjung Priok Rampung,Peningkatan kapasitas pelabuhan diharapkan mendorong ekonomi Jakarta Utara.,Jakarta Post,https://example.com/news/art-202409-0195,local,Jakarta Utara,infrastructure,infrastructure,regional,positive,high,0.045
art-202409-0196,2024-09-29,PDAM Perluas Jaringan Air Bersih ke Cilincing,Proyek perluasan jaringan air bersih menjangkau 15.000 rumah tangga baru di Cilincing.,Kompas.com,https://example.com/news/art-202409-0196,regional,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202410-0197,2024-10-31,Jalan Layang Antasari-Blok M Resmi Beroperasi,Jalan layang baru memangkas waktu tempuh Antasari ke Blok M dari 45 menjadi 15 menit.,Kontan,https://example.com/news/art-202410-0197,local,Jakarta Selatan,infrastructure,infrastructure,local,very_positive,high,0.06
art-202410-0198,2024-10-21,Rumah Sakit Tipe A Baru Dibangun di Pasar Minggu,RS tipe A dengan fasilitas lengkap termasuk helipad dan pusat jantung mulai dibangun di Pasar Minggu.,CNBC Indonesia,https://example.com/news/art-202410-0198,local,Jakarta Selatan,development,infrastructure,local,positive,high,0.03
art-202410-0199,2024-10-12,Kawasan Kemang Transformasi Jadi Hub Mixed-Use,"Proyek revitalisasi Kemang mencakup residensial, komersial, dan ruang publik baru.",Kompas.com,https://example.com/news/art-202410-0199,regional,Jakarta Selatan,development,development,local,positive,high,0.03
art-202410-0200,2024-10-22,Pusat Kebudayaan Nasional Baru di Kemayoran,"Kompleks kebudayaan mencakup galeri seni, auditorium, dan museum akan dibangun di Kemayoran.",Kompas.com,https://example.com/news/art-202410-0200,local,Jakarta Pusat,development,development,local,positive,high,0.03
art-202410-0201,2024-10-31,Stasiun MRT Baru di Glodok Mulai Konstruksi,Pembangunan stasiun MRT fase 2 di Glodok meningkatkan konektivitas Kota Tua.,Detik Finance,https://example.com/news/art-202410-0201,regional,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202410-0202,2024-10-21,Pasar Properti Cengkareng Tumbuh Stabil,Kawasan Cengkareng mencatat pertumbuhan transaksi properti yang konsisten.,Kompas.com,https://example.com/news/art-202410-0202,local,Jakarta Barat,market,market,local,positive,high,0.02
art-202410-0203,2024-10-07,Perpanjangan LRT ke Bekasi via Jakarta Timur Disetujui,Rencana perpanjangan LRT dari Jakarta Timur ke Bekasi mendapat persetujuan pemerintah.,Kontan,https://example.com/news/art-202410-0203,local,Jakarta Timur,infrastructure,infrastructure,regional,positive,high,0.045
art-202410-0204,2024-10-11,RSUD Baru Tipe B Dibangun di Duren Sawit,Rumah sakit umum daerah baru dengan 250 bed mulai dibangun untuk melayani warga Jakarta Timur.,CNBC Indonesia,https://example.com/news/art-202410-0204,regional,Jakarta Timur,development,infrastructure,local,positive,high,0.03
art-202410-0205,2024-10-05,Flyover Kelapa Gading-Sunter Rampung Dibangun,"Flyover baru menghubungkan Kelapa Gading dan Sunter, mengurangi kemacetan 40% di jam sibuk.",Tribun News,https://example.com/news/art-202410-0205,local,Jakarta Utara,infrastructure,infrastructure,local,very_positive,high,0.06
